INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,PDOP,HDOP,VDOP,NSAT (USED/VIEW),SAT INFO (SID-SNR),DISTANCE,
1,T,2015/07/15,10:53:26.000,SPS,52.634804,N,1.263404,E,-64.153 m,2.081 km/h,2.32,2.09,1.00,3(7),25-00;#14-35;#31-16;29-00;#06-29;03-00;12-00,     76.99 m,
2,T,2015/07/15,10:53:36.000,SPS,52.634843,N,1.263334,E,-87.184 m,0.083 km/h,2.32,2.10,1.00,3(3),#14-35;#31-16;#06-28,     23.90 m,
3,T,2015/07/15,10:53:46.000,SPS,52.634572,N,1.265113,E,375.835 m,3.156 km/h,2.33,2.10,1.00,3(3),#14-34;#31-16;#06-28,    479.37 m,
4,T,2015/07/15,10:53:56.000,SPS,52.634437,N,1.265677,E,503.284 m,3.468 km/h,2.33,2.10,1.00,3(3),#14-34;#31-16;#06-27,    133.89 m,
5,T,2015/07/15,10:54:06.000,SPS,52.634244,N,1.266802,E,798.442 m,1.638 km/h,99.99,35.36,99.99,3(5),24-27;#14-34;#31-18;#06-29;26-00,    305.60 m,
6,T,2015/07/15,10:54:17.000,SPS,52.634762,N,1.263910,E,86.798 m,1.528 km/h,2.33,2.10,1.00,3(4),24-25;#14-34;#31-17;#06-26,    740.34 m,
7,T,2015/07/15,10:54:27.000,SPS,52.634632,N,1.264178,E,127.893 m,2.579 km/h,2.33,2.11,1.00,3(5),24-25;#14-34;#31-20;#06-25;02-23,     47.17 m,
8,T,2015/07/15,10:54:37.000,SPS,52.634636,N,1.264018,E,79.656 m,0.838 km/h,2.33,2.11,1.00,3(5),24-25;#14-34;#31-19;#06-18;02-23,     49.44 m,
9,T,2015/07/15,10:54:47.000,SPS,52.634680,N,1.263965,E,91.997 m,0.930 km/h,2.34,2.11,1.00,3(5),24-25;#14-34;#31-19;#06-18;02-22,     13.78 m,
10,T,2015/07/15,10:54:57.000,SPS,52.634750,N,1.263755,E,15.449 m,1.797 km/h,1.43,1.05,0.97,5(5),#24-24;#14-34;#31-20;#02-20;#06-17,     78.24 m,
11,T,2015/07/15,10:55:07.000,SPS,52.634770,N,1.263783,E,12.761 m,1.692 km/h,1.43,1.05,0.97,5(7),#24-26;#14-34;#31-18;#02-19;#06-16;12-00;29-00,      4.01 m,
12,T,2015/07/16,09:31:03.000,SPS,52.679560,N,1.329989,E,104.684 m,0.021 km/h,2.38,2.17,0.98,5(5),#31-31;#12-35;#14-38;#25-38;#17-36,   6702.44 m,
13,T,2015/07/16,09:31:13.000,SPS,52.679516,N,1.330065,E,94.497 m,0.132 km/h,1.59,1.33,0.88,7(10),#31-31;#12-34;#14-38;#25-38;#17-36;03-00;#24-24;#06-18;02-00;32-00,     12.42 m,
14,T,2015/07/16,09:31:23.000,SPS,52.679447,N,1.330054,E,92.124 m,0.179 km/h,1.49,1.20,0.88,8(11),#31-31;#12-33;#14-38;#25-38;#17-34;02-00;#24-22;#06-23;29-00;#32-24;03-00,      8.01 m,
15,T,2015/07/16,09:31:33.000,SPS,52.679525,N,1.330019,E,96.055 m,0.234 km/h,1.49,1.20,0.88,8(10),#31-31;#12-33;#14-38;#25-38;#17-34;02-00;#24-23;#06-21;29-00;#32-25,      9.79 m,
16,T,2015/07/16,09:31:43.000,SPS,52.679512,N,1.330015,E,95.137 m,0.162 km/h,1.49,1.20,0.88,8(10),#31-31;#12-34;#14-37;#25-38;#17-33;03-00;#24-22;#06-18;02-00;#32-25,      1.75 m,
17,T,2015/07/16,09:31:53.000,SPS,52.679512,N,1.330013,E,94.962 m,0.091 km/h,1.49,1.20,0.88,8(10),#31-32;#12-35;#14-37;#25-38;#17-33;02-00;#24-22;#06-22;29-00;#32-26,      0.19 m,
18,T,2015/07/16,09:32:03.000,SPS,52.679507,N,1.330016,E,94.849 m,0.118 km/h,1.49,1.20,0.88,8(10),#31-32;#12-35;#14-37;#25-38;#17-33;29-00;#24-22;#06-23;#32-26;03-00,      0.62 m,
19,T,2015/07/16,09:32:13.000,SPS,52.679507,N,1.330015,E,94.920 m,0.055 km/h,1.49,1.20,0.88,8(10),#31-33;#12-35;#14-37;#25-38;#17-32;03-00;#24-23;#06-24;#32-25;02-00,      0.09 m,
20,T,2015/07/16,09:32:23.000,SPS,52.679509,N,1.330014,E,95.129 m,0.042 km/h,1.49,1.20,0.88,8(9),#31-33;#12-35;#14-36;#25-38;#17-32;29-00;#24-22;#06-23;#32-27,      0.31 m,
21,T,2015/07/16,09:32:33.000,SPS,52.679511,N,1.330013,E,95.268 m,0.179 km/h,1.49,1.20,0.88,8(11),#31-33;#12-35;#14-35;#25-38;#17-33;29-00;#24-22;#06-23;03-00;#32-27;02-00,      0.26 m,
22,T,2015/07/16,09:32:43.000,SPS,52.679511,N,1.330012,E,95.410 m,0.062 km/h,1.49,1.20,0.88,8(10),#31-33;#12-35;#14-34;#25-38;#17-33;29-00;#24-22;#06-24;03-00;#32-25,      0.15 m,
23,T,2015/07/16,09:32:53.000,SPS,52.679504,N,1.330017,E,95.310 m,0.237 km/h,2.52,1.66,1.89,8(10),#31-34;#12-36;#14-35;#25-37;#17-33;03-00;#24-23;#06-23;02-00;#32-25,      0.92 m,
24,T,2015/07/16,09:33:03.000,SPS,52.679505,N,1.330016,E,95.430 m,0.200 km/h,2.52,1.66,1.89,8(10),#31-35;#12-36;#14-35;#25-37;#17-34;02-00;#24-21;#06-21;#32-24;29-00,      0.21 m,
25,T,2015/07/16,09:33:13.000,SPS,52.679507,N,1.330016,E,95.558 m,0.093 km/h,1.49,1.20,0.88,8(10),#31-35;#12-36;#14-34;#25-37;#17-34;29-00;#24-22;#06-23;03-00;#32-24,      0.23 m,
26,T,2015/07/16,09:33:23.000,SPS,52.679505,N,1.330019,E,95.262 m,0.182 km/h,1.49,1.20,0.88,8(10),#31-35;#12-37;#14-32;#25-38;#17-34;03-00;#24-21;#06-25;#32-25;02-00,      0.43 m,
27,T,2015/07/16,09:33:33.000,SPS,52.679505,N,1.330019,E,95.243 m,0.041 km/h,2.52,1.66,1.90,8(10),#31-36;#12-37;#14-32;#25-38;#17-34;03-00;#24-22;#06-23;02-00;#32-24,      0.04 m,
28,T,2015/07/16,09:33:43.000,SPS,52.679506,N,1.330019,E,95.339 m,0.060 km/h,1.49,1.20,0.88,8(10),#31-36;#12-38;#14-32;#25-38;#17-34;29-00;#24-23;#06-22;03-00;#32-24,      0.15 m,
29,T,2015/07/16,09:33:53.000,SPS,52.679507,N,1.330019,E,95.384 m,0.059 km/h,1.49,1.20,0.88,8(10),#31-35;#12-38;#14-33;#25-38;#17-35;03-21;#24-24;#06-25;29-00;#32-20,      0.16 m,
30,T,2015/07/16,09:34:03.000,SPS,52.679508,N,1.330019,E,95.481 m,0.080 km/h,1.49,1.20,0.88,8(9),#31-36;#12-38;#14-30;#25-38;#17-35;03-18;#24-23;#06-24;#32-21,      0.17 m,
31,T,2015/07/16,09:34:13.000,SPS,52.679508,N,1.330020,E,95.397 m,0.031 km/h,2.52,1.66,1.90,8(10),#31-36;#12-38;#14-32;#25-38;#17-35;03-18;#24-22;#06-25;29-00;#32-18,      0.11 m,
32,T,2015/07/16,09:34:23.000,SPS,52.679508,N,1.330020,E,95.402 m,0.059 km/h,1.49,1.20,0.88,8(10),#31-36;#12-38;#14-32;#25-38;#17-35;03-18;#24-23;#06-21;29-00;#32-18,      0.04 m,
33,T,2015/07/16,09:34:33.000,SPS,52.679508,N,1.330021,E,95.312 m,0.073 km/h,1.49,1.20,0.88,8(10),#31-36;#12-39;#14-32;#25-38;#17-35;03-18;#24-23;#06-18;#32-18;02-00,      0.11 m,
34,T,2015/07/16,09:34:43.000,SPS,52.679508,N,1.330022,E,95.256 m,0.045 km/h,1.82,1.56,0.93,7(10),#31-36;#12-39;#14-33;#25-38;#17-35;03-18;24-19;#06-17;29-00;#32-17,      0.07 m,
35,T,2015/07/16,09:34:53.000,SPS,52.679508,N,1.330022,E,95.276 m,0.022 km/h,1.49,1.20,0.88,9(10),#31-36;#12-39;#14-33;#25-38;#17-35;03-18;#24-18;#06-16;#29-22;#32-18,      0.09 m,
36,T,2015/07/16,09:35:03.000,SPS,52.679510,N,1.330021,E,95.371 m,0.106 km/h,1.45,0.89,1.15,9(10),#31-36;#12-39;#14-33;#25-38;#17-35;03-18;#24-17;#06-15;#29-22;#32-19,      0.21 m,
37,T,2015/07/16,09:35:13.000,SPS,52.679511,N,1.330021,E,95.424 m,0.057 km/h,1.14,0.86,0.75,9(10),#31-36;#12-39;#14-33;#25-38;#17-35;03-17;#24-16;#06-15;#29-22;#32-20,      0.11 m,
38,T,2015/07/16,09:35:23.000,SPS,52.679512,N,1.330021,E,95.452 m,0.061 km/h,1.19,0.92,0.76,8(10),#31-36;#12-39;#14-32;#25-38;#17-35;03-18;24-15;#06-17;#29-22;#32-18,      0.08 m,
39,T,2015/07/16,09:35:33.000,SPS,52.679513,N,1.330021,E,95.528 m,0.021 km/h,1.50,0.95,1.16,8(10),#31-36;#12-39;#14-32;#25-37;#17-35;03-18;#06-15;#29-20;#32-17;24-00,      0.16 m,
40,T,2015/07/16,09:35:43.000,SPS,52.679507,N,1.330026,E,95.108 m,0.219 km/h,1.19,0.92,0.76,8(10),#31-34;#12-39;#14-32;#25-36;#17-35;03-18;#06-16;#29-19;#32-17;24-00,      0.89 m,
41,T,2015/07/16,09:35:53.000,SPS,52.679507,N,1.330023,E,95.000 m,0.056 km/h,1.50,0.95,1.16,8(10),#31-34;#12-38;#14-32;#25-35;#17-35;03-18;24-00;#06-17;#29-19;#32-17,      0.23 m,
42,T,2015/07/16,09:36:03.000,SPS,52.679511,N,1.330021,E,95.137 m,0.172 km/h,1.14,0.86,0.76,9(10),#31-34;#12-38;#14-33;#25-36;#17-35;03-17;#24-19;#06-18;#29-20;#32-16,      0.51 m,
43,T,2015/07/16,09:36:13.000,SPS,52.679515,N,1.330018,E,95.521 m,0.062 km/h,1.49,1.19,0.88,8(10),#31-35;#12-38;#14-33;#25-36;#17-35;03-17;#24-24;#06-19;29-18;#32-15,      0.64 m,
44,T,2015/07/16,09:36:23.000,SPS,52.679518,N,1.330017,E,95.770 m,0.403 km/h,1.14,0.86,0.76,9(10),#31-35;#12-37;#14-33;#25-36;#17-35;03-18;#24-26;#06-19;#29-18;#32-17,      0.40 m,
45,T,2015/07/16,09:36:33.000,SPS,52.679521,N,1.330014,E,95.990 m,0.423 km/h,1.49,1.19,0.88,8(10),#31-35;#12-37;#14-34;#25-36;#17-35;03-17;#24-26;#06-19;29-17;#32-19,      0.48 m,
46,T,2015/07/16,09:36:43.000,SPS,52.679526,N,1.330012,E,96.248 m,0.168 km/h,1.48,1.19,0.88,8(10),#31-35;#12-37;#14-34;#25-36;#17-35;03-17;#24-26;#06-18;29-18;#32-18,      0.56 m,
47,T,2015/07/16,09:36:53.000,SPS,52.679527,N,1.330012,E,96.365 m,0.092 km/h,2.51,1.65,1.89,8(10),#31-35;#12-37;#14-34;#25-37;#17-34;03-15;#24-25;#06-17;29-18;#32-18,      0.22 m,
48,T,2015/07/16,09:37:03.000,SPS,52.679528,N,1.330011,E,96.494 m,0.038 km/h,1.48,1.19,0.88,8(10),#31-35;#12-36;#14-34;#25-37;#17-34;03-15;#24-25;#06-20;29-17;#32-20,      0.13 m,
49,T,2015/07/16,09:37:13.000,SPS,52.679529,N,1.330011,E,96.614 m,0.065 km/h,1.48,1.19,0.88,8(10),#31-37;#12-36;#14-33;#25-38;#17-34;03-15;#24-25;#06-24;29-15;#32-23,      0.20 m,
50,T,2015/07/16,09:37:23.000,SPS,52.679529,N,1.330011,E,96.651 m,0.023 km/h,2.51,1.64,1.89,8(10),#31-37;#12-36;#14-34;#25-38;#17-33;03-15;#24-24;#06-25;29-16;#32-24,      0.04 m,
51,T,2015/07/16,09:37:33.000,SPS,52.679529,N,1.330011,E,96.692 m,0.054 km/h,2.50,1.64,1.89,8(10),#31-38;#12-35;#14-34;#25-38;#17-33;03-16;#24-25;#06-26;29-00;#32-24,      0.04 m,
52,T,2015/07/16,09:37:43.000,SPS,52.679529,N,1.330011,E,96.715 m,0.026 km/h,2.50,1.64,1.89,8(10),#31-39;#12-34;#14-34;#25-38;#17-33;03-15;#24-25;#06-26;02-00;#32-26,      0.03 m,
53,T,2015/07/16,09:37:53.000,SPS,52.679529,N,1.330011,E,96.700 m,0.052 km/h,2.50,1.64,1.89,8(10),#31-39;#12-34;#14-33;#25-38;#17-33;03-15;#24-25;#06-24;#32-26;29-00,      0.06 m,
54,T,2015/07/16,09:38:03.000,SPS,52.679528,N,1.330011,E,96.666 m,0.027 km/h,2.50,1.64,1.89,8(10),#31-39;#12-35;#14-34;#25-38;#17-33;03-16;#24-25;#06-26;#32-26;29-00,      0.10 m,
55,T,2015/07/16,09:38:13.000,SPS,52.679527,N,1.330012,E,96.656 m,0.022 km/h,2.50,1.64,1.89,8(9),#31-39;#12-35;#14-34;#25-38;#17-33;03-15;#24-24;#06-25;#32-27,      0.06 m,
56,T,2015/07/16,09:38:23.000,SPS,52.679527,N,1.330013,E,96.622 m,0.039 km/h,2.50,1.64,1.89,8(10),#31-36;#12-35;#14-34;#25-39;#17-33;03-00;#24-23;#06-24;02-00;#32-28,      0.11 m,
57,T,2015/07/16,09:38:33.000,SPS,52.679525,N,1.330014,E,96.568 m,0.026 km/h,2.49,1.63,1.88,9(10),#31-36;#12-36;#14-34;#25-39;#17-33;03-00;#24-24;#06-19;#29-18;#32-27,      0.20 m,
58,T,2015/07/16,09:38:43.000,SPS,52.679523,N,1.330017,E,96.300 m,0.072 km/h,1.47,0.89,1.17,9(10),#31-36;#12-36;#14-34;#25-39;#17-32;03-00;#24-25;#06-19;#29-18;#32-28,      0.42 m,
59,T,2015/07/16,09:38:53.000,SPS,52.679520,N,1.330020,E,96.072 m,0.076 km/h,1.47,0.89,1.17,9(10),#31-36;#12-36;#14-34;#25-39;#17-32;03-00;#24-25;#06-21;#29-21;#32-25,      0.38 m,
60,T,2015/07/16,09:39:03.000,SPS,52.679519,N,1.330024,E,95.848 m,0.156 km/h,1.47,0.89,1.17,9(10),#31-36;#12-35;#14-34;#25-38;#17-31;03-15;#24-23;#06-24;#29-24;#32-25,      0.42 m,
61,T,2015/07/16,09:39:13.000,SPS,52.679517,N,1.330027,E,95.735 m,0.046 km/h,1.48,0.89,1.17,9(10),#31-37;#12-35;#14-35;#25-38;#17-30;03-15;#24-24;#06-24;#29-23;#32-26,      0.28 m,
62,T,2015/07/16,09:39:23.000,SPS,52.679517,N,1.330023,E,95.925 m,0.075 km/h,1.59,0.98,1.25,8(10),#31-37;#12-35;#14-35;#25-38;17-30;03-15;#24-25;#06-25;#29-23;#32-27,      0.33 m,
63,T,2015/07/16,09:39:33.000,SPS,52.679519,N,1.330020,E,96.222 m,0.157 km/h,1.59,0.98,1.25,8(10),#31-37;#12-35;#14-34;#25-38;17-29;03-16;#24-24;#06-24;#29-24;#32-27,      0.41 m,
64,T,2015/07/16,09:39:43.000,SPS,52.679521,N,1.330020,E,96.398 m,0.121 km/h,1.59,0.98,1.25,8(10),#31-37;#12-35;#14-35;#25-38;17-29;03-15;#24-24;#06-24;#29-24;#32-25,      0.29 m,
65,T,2015/07/16,09:39:53.000,SPS,52.679523,N,1.330020,E,96.555 m,0.098 km/h,1.59,0.98,1.25,8(10),#31-37;#12-35;#14-35;#25-38;17-29;03-00;#24-24;#06-24;#29-23;#32-25,      0.22 m,
66,T,2015/07/16,09:40:03.000,SPS,52.679523,N,1.330020,E,96.667 m,0.089 km/h,1.59,0.98,1.26,8(10),#31-38;#12-35;#14-32;#25-38;17-29;03-00;#24-25;#06-25;#29-23;#32-28,      0.13 m,
67,T,2015/07/16,09:40:13.000,SPS,52.679523,N,1.330020,E,96.665 m,0.050 km/h,1.59,0.98,1.26,8(10),#31-38;#12-35;#14-31;#25-38;17-29;03-00;#24-26;#06-26;#29-24;#32-28,      0.07 m,
68,T,2015/07/16,09:40:23.000,SPS,52.679522,N,1.330021,E,96.640 m,0.038 km/h,1.59,0.98,1.26,8(10),#31-38;#12-35;#14-31;#25-38;17-29;03-00;#24-26;#06-23;#29-24;#32-27,      0.08 m,
69,T,2015/07/16,09:40:33.000,SPS,52.679522,N,1.330021,E,96.585 m,0.032 km/h,1.60,0.98,1.26,8(10),#31-38;#12-36;#14-34;#25-39;17-29;03-00;#24-23;#06-17;#29-24;#32-24,      0.08 m,
70,T,2015/07/16,09:40:43.000,SPS,52.679522,N,1.330023,E,96.485 m,0.092 km/h,1.60,0.98,1.26,8(10),#31-38;#12-37;#14-33;#25-39;17-28;03-00;#24-23;#06-15;#29-22;#32-22,      0.13 m,
71,T,2015/07/16,09:40:53.000,SPS,52.679519,N,1.330026,E,96.101 m,0.199 km/h,1.95,1.36,1.39,7(10),#31-37;#12-37;#14-33;#25-39;17-27;03-00;#24-24;06-00;#29-24;#32-25,      0.54 m,
72,T,2015/07/16,09:41:03.000,SPS,52.679513,N,1.330031,E,95.334 m,0.287 km/h,1.60,0.98,1.27,8(10),#31-36;#12-37;#14-34;#25-39;17-27;03-00;#24-24;#06-15;#29-24;#32-26,      1.07 m,
73,T,2015/07/16,09:41:13.000,SPS,52.679505,N,1.330039,E,94.351 m,0.487 km/h,1.60,0.98,1.27,8(10),#31-35;#12-37;#14-34;#25-39;17-25;03-00;#24-24;#06-16;#29-25;#32-23,      1.43 m,
74,T,2015/07/16,09:41:23.000,SPS,52.679495,N,1.330047,E,93.127 m,0.479 km/h,1.60,0.98,1.27,8(10),#31-35;#12-37;#14-33;#25-39;17-25;03-00;#24-25;#06-16;#29-26;#32-23,      1.77 m,
75,T,2015/07/16,09:41:33.000,SPS,52.679484,N,1.330056,E,91.781 m,0.505 km/h,1.60,0.98,1.27,8(10),#31-35;#12-37;#14-33;#25-39;17-26;03-15;#24-25;#06-17;#29-26;#32-21,      1.89 m,
76,T,2015/07/16,09:41:43.000,SPS,52.679474,N,1.330066,E,90.434 m,0.487 km/h,1.60,0.98,1.27,8(10),#31-35;#12-37;#14-33;#25-39;17-25;03-16;#24-25;#06-17;#29-26;#32-24,      1.91 m,
77,T,2015/07/16,09:41:53.000,SPS,52.679455,N,1.330079,E,88.404 m,1.239 km/h,1.24,0.96,0.79,8(10),#31-35;#12-38;#14-33;#25-39;17-25;03-15;#24-25;#06-15;#29-27;#32-25,      2.99 m,
78,T,2015/07/16,09:42:03.000,SPS,52.679254,N,1.330143,E,77.842 m,0.728 km/h,1.95,1.35,1.40,7(10),#31-35;#12-38;#14-33;#25-39;17-24;03-15;#24-22;06-00;#29-28;#32-27,     25.17 m,
79,T,2015/07/16,09:42:13.000,SPS,52.679237,N,1.330156,E,75.744 m,0.790 km/h,1.61,0.98,1.28,8(10),#31-36;#12-38;#14-32;#25-39;17-24;03-00;#24-22;#06-19;#29-28;#32-29,      2.93 m,
80,T,2015/07/16,09:42:23.000,SPS,52.679220,N,1.330169,E,73.634 m,0.464 km/h,1.24,0.96,0.79,8(10),#31-36;#12-38;#14-30;#25-39;17-23;03-00;#24-22;#06-18;#29-27;#32-29,      2.97 m,
81,T,2015/07/16,09:42:33.000,SPS,52.679217,N,1.330172,E,73.006 m,0.219 km/h,1.24,0.96,0.79,8(10),#31-35;#12-37;#14-31;#25-40;17-22;03-00;#24-23;#06-21;#29-27;#32-29,      0.78 m,
82,T,2015/07/16,09:42:43.000,SPS,52.679218,N,1.330172,E,72.842 m,0.204 km/h,1.61,0.98,1.28,8(10),#31-34;#12-37;#14-27;#25-40;17-21;03-00;#24-25;#06-22;#29-27;#32-29,      0.21 m,
83,T,2015/07/16,09:42:53.000,SPS,52.679217,N,1.330173,E,72.803 m,0.030 km/h,1.61,0.98,1.28,8(10),#31-34;#12-37;#14-28;#25-40;17-20;03-00;#24-24;#06-23;#29-26;#32-28,      0.10 m,
84,T,2015/07/16,09:43:03.000,SPS,52.679216,N,1.330173,E,72.765 m,0.051 km/h,1.62,0.98,1.28,8(10),#31-35;#12-37;#14-32;#25-40;17-20;03-00;#24-23;#06-25;#29-26;#32-26,      0.07 m,
85,T,2015/07/16,09:43:13.000,SPS,52.679216,N,1.330173,E,72.703 m,0.031 km/h,1.62,0.98,1.29,8(11),#31-35;#12-37;#14-32;#25-41;17-21;03-00;#24-21;#06-24;#29-26;#32-27;02-00,      0.07 m,
86,T,2015/07/16,09:43:23.000,SPS,52.679216,N,1.330173,E,72.650 m,0.054 km/h,1.62,0.98,1.29,8(10),#31-35;#12-37;#14-33;#25-41;17-19;03-17;#24-19;#06-25;#29-24;#32-26,      0.07 m,
87,T,2015/07/16,09:43:33.000,SPS,52.679216,N,1.330174,E,72.624 m,0.028 km/h,1.62,0.98,1.29,8(10),#31-35;#12-37;#14-33;#25-41;17-18;03-16;#24-20;#06-25;#29-25;#32-25,      0.05 m,
88,T,2015/07/16,09:43:43.000,SPS,52.679216,N,1.330174,E,72.645 m,0.029 km/h,1.62,0.98,1.29,9(11),#31-34;#12-37;#14-33;#25-41;17-18;03-15;#24-21;#06-26;#29-24;#32-25;#02-24,      0.03 m,
89,T,2015/07/16,09:43:53.000,SPS,52.679216,N,1.330173,E,72.681 m,0.038 km/h,1.62,0.98,1.29,9(11),#31-33;#12-37;#14-34;#25-41;17-18;#02-23;#24-19;#06-27;#29-25;#32-25;03-00,      0.04 m,
90,T,2015/07/16,09:44:03.000,SPS,52.679216,N,1.330173,E,72.718 m,0.034 km/h,1.53,0.92,1.22,9(11),#31-32;#12-37;#14-34;#25-41;17-17;#02-22;#24-18;#06-26;#29-26;#32-23;03-00,      0.04 m,
91,T,2015/07/16,09:44:13.000,SPS,52.679216,N,1.330173,E,72.742 m,0.125 km/h,1.53,0.92,1.22,9(11),#31-33;#12-37;#14-32;#25-41;17-17;#02-22;#24-19;#06-26;#29-26;#32-22;03-00,      0.03 m,
92,T,2015/07/16,09:44:23.000,SPS,52.679216,N,1.330173,E,72.775 m,0.013 km/h,1.53,0.92,1.22,9(11),#31-32;#12-38;#14-32;#25-41;17-16;#02-21;#24-19;#06-26;#29-25;#32-22;03-00,      0.04 m,
93,T,2015/07/16,09:44:33.000,SPS,52.679216,N,1.330173,E,72.792 m,0.035 km/h,1.53,0.92,1.22,9(11),#31-28;#12-38;#14-32;#25-41;17-17;#02-18;#24-20;#06-22;#29-24;#32-26;03-00,      0.05 m,
94,T,2015/07/16,09:44:43.000,SPS,52.679217,N,1.330173,E,72.816 m,0.070 km/h,1.53,0.92,1.23,9(11),#31-35;#12-38;#14-33;#25-41;17-17;#02-17;#24-22;#06-20;#29-25;#32-22;03-17,      0.06 m,
95,T,2015/07/16,09:44:53.000,SPS,52.679217,N,1.330173,E,72.832 m,0.044 km/h,1.53,0.92,1.23,9(11),#31-33;#12-38;#14-33;#25-41;17-17;#02-19;#24-20;#06-25;#29-22;#32-23;03-18,      0.02 m,
96,T,2015/07/16,09:45:03.000,SPS,52.679217,N,1.330172,E,72.890 m,0.005 km/h,1.54,0.92,1.23,9(11),#31-32;#12-38;#14-34;#25-41;17-18;#02-23;#24-20;#06-25;#29-21;#32-22;03-15,      0.09 m,
97,T,2015/07/16,09:45:13.000,SPS,52.679218,N,1.330171,E,72.923 m,0.099 km/h,1.54,0.92,1.23,9(11),#31-32;#12-38;#14-34;#25-41;17-18;#02-22;#24-20;#06-26;#29-18;#32-23;03-00,      0.15 m,
98,T,2015/07/16,09:45:23.000,SPS,52.679219,N,1.330170,E,72.957 m,0.045 km/h,1.54,0.92,1.23,9(11),#31-32;#12-38;#14-35;#25-41;17-18;#02-21;#24-20;#06-26;#29-19;#32-24;03-00,      0.14 m,
99,T,2015/07/16,09:45:33.000,SPS,52.679220,N,1.330170,E,73.000 m,0.042 km/h,1.54,0.92,1.23,9(11),#31-31;#12-38;#14-35;#25-41;17-17;#02-23;#24-22;#06-24;#29-21;#32-26;03-15,      0.08 m,
100,T,2015/07/16,09:45:43.000,SPS,52.679221,N,1.330169,E,73.073 m,0.038 km/h,1.54,0.92,1.23,9(11),#31-33;#12-38;#14-36;#25-41;17-18;#02-22;#24-21;#06-26;#29-20;#32-22;03-17,      0.15 m,
101,T,2015/07/16,09:45:53.000,SPS,52.679222,N,1.330168,E,73.093 m,0.031 km/h,1.54,0.92,1.24,9(11),#31-39;#12-38;#14-36;#25-41;17-18;#02-20;#24-20;#06-25;#29-21;#32-27;03-15,      0.14 m,
102,T,2015/07/16,09:46:03.000,SPS,52.679223,N,1.330167,E,73.113 m,0.032 km/h,1.54,0.92,1.24,9(11),#31-37;#12-38;#14-36;#25-41;17-18;#02-22;#24-20;#06-26;#29-20;#32-28;03-15,      0.09 m,
103,T,2015/07/16,09:46:13.000,SPS,52.679223,N,1.330166,E,73.145 m,0.027 km/h,1.54,0.92,1.24,9(11),#31-37;#12-38;#14-37;#25-41;17-16;#02-20;#24-18;#06-27;#29-21;#32-31;03-15,      0.10 m,
104,T,2015/07/16,09:46:23.000,SPS,52.679224,N,1.330165,E,73.198 m,0.073 km/h,1.55,0.92,1.24,9(11),#31-37;#12-38;#14-37;#25-41;17-16;#02-19;#24-17;#06-25;#29-21;#32-29;03-15,      0.11 m,
105,T,2015/07/16,09:46:33.000,SPS,52.679225,N,1.330165,E,73.216 m,0.034 km/h,1.55,0.92,1.24,9(11),#31-37;#12-38;#14-37;#25-41;17-15;#02-19;#24-17;#06-23;#29-20;#32-28;03-00,      0.07 m,
106,T,2015/07/16,09:46:43.000,SPS,52.679225,N,1.330164,E,73.214 m,0.046 km/h,1.55,0.92,1.25,9(11),#31-38;#12-38;#14-37;#25-41;17-15;#02-20;#24-16;#06-22;#29-21;#32-30;03-00,      0.04 m,
107,T,2015/07/16,09:46:53.000,SPS,52.679225,N,1.330164,E,73.207 m,0.019 km/h,1.55,0.92,1.25,9(10),#31-39;#12-37;#14-37;#25-41;17-15;#02-18;#24-15;#06-20;#29-21;#32-30,      0.03 m,
108,T,2015/07/16,09:47:03.000,SPS,52.679225,N,1.330164,E,73.226 m,0.069 km/h,1.55,0.92,1.25,9(11),#31-39;#12-37;#14-37;#25-41;17-15;#02-19;#24-17;#06-21;#29-20;#32-29;03-00,      0.05 m,
109,T,2015/07/16,09:47:13.000,SPS,52.679226,N,1.330163,E,73.262 m,0.066 km/h,1.55,0.92,1.25,9(11),#31-39;#12-36;#14-37;#25-41;17-15;#02-15;#24-16;#06-26;#29-15;#32-29;03-00,      0.08 m,
110,T,2015/07/16,09:47:23.000,SPS,52.679226,N,1.330162,E,73.298 m,0.022 km/h,1.55,0.92,1.25,9(11),#31-39;#12-35;#14-37;#25-41;03-00;#02-19;#24-15;#06-25;#29-16;#32-28;17-00,      0.09 m,
111,T,2015/07/16,09:47:33.000,SPS,52.679227,N,1.330161,E,73.419 m,0.102 km/h,1.58,0.96,1.26,8(11),#31-39;#12-35;#14-37;#25-42;03-00;#02-19;17-00;#06-27;#29-17;#32-28;24-00,      0.20 m,
112,T,2015/07/16,09:47:43.000,SPS,52.679229,N,1.330159,E,73.611 m,0.030 km/h,1.56,0.92,1.26,9(11),#31-39;#12-35;#14-37;#25-42;#24-16;#02-17;17-00;#06-25;#29-18;#32-26;03-00,      0.31 m,
113,T,2015/07/16,09:47:53.000,SPS,52.679230,N,1.330156,E,73.735 m,0.037 km/h,1.56,0.92,1.26,9(11),#31-39;#12-35;#14-37;#25-42;#24-15;#02-17;03-16;#06-28;#29-20;#32-27;17-00,      0.26 m,
114,T,2015/07/16,09:48:03.000,SPS,52.679231,N,1.330154,E,73.813 m,0.007 km/h,1.58,0.96,1.26,8(11),#31-39;#12-35;#14-37;#25-42;24-00;#02-19;03-15;#06-28;#29-20;#32-27;17-00,      0.17 m,
