INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,DSTA,PDOP,HDOP,VDOP,NSAT (USED/VIEW),
397,T,2008/05/04,13:00:41.000,SPS,41.799789,N,12.703432,E,583.266 m,0.176 km/h,0,1.16,0.90,0.74,10(10),
398,T,2008/05/04,13:00:46.000,SPS,41.799763,N,12.703448,E,582.766 m,0.743 km/h,0,1.16,0.90,0.74,10(10),
399,T,2008/05/04,13:00:51.000,SPS,41.799755,N,12.703455,E,582.750 m,1.238 km/h,0,1.16,0.90,0.74,10(10),
400,T,2008/05/04,13:00:56.000,SPS,41.799721,N,12.703516,E,586.750 m,3.257 km/h,0,1.22,0.98,0.74,9(10),
401,T,2008/05/04,13:01:01.000,SPS,41.799728,N,12.703526,E,609.859 m,2.826 km/h,0,1.17,0.90,0.74,10(10),
402,B,2008/05/04,13:01:06.000,SPS,41.799690,N,12.703539,E,615.656 m,2.131 km/h,0,1.16,0.90,0.74,10(10),
403,T,2008/05/04,13:01:12.000,SPS,41.799664,N,12.703528,E,621.078 m,1.239 km/h,0,1.16,0.90,0.74,10(10),
404,T,2008/05/04,13:01:17.000,SPS,41.799637,N,12.703543,E,621.703 m,1.450 km/h,0,1.16,0.90,0.73,10(10),
405,T,2008/05/04,13:01:22.000,SPS,41.799618,N,12.703568,E,622.656 m,2.042 km/h,0,1.16,0.90,0.73,10(10),
406,T,2008/05/04,13:01:27.000,SPS,41.799561,N,12.703563,E,622.953 m,2.051 km/h,0,1.27,1.02,0.76,9(10),
407,T,2008/05/04,13:01:32.000,SPS,41.799473,N,12.703609,E,623.328 m,2.973 km/h,0,1.17,0.90,0.73,10(10),
408,T,2008/05/04,13:01:37.000,SPS,41.799362,N,12.703691,E,625.156 m,4.258 km/h,0,1.27,1.02,0.76,9(10),
409,T,2008/05/04,13:01:42.000,SPS,41.799316,N,12.703721,E,626.484 m,3.811 km/h,0,1.16,0.90,0.73,10(10),
410,T,2008/05/04,13:01:47.000,SPS,41.799255,N,12.703753,E,626.656 m,3.256 km/h,0,1.16,0.90,0.73,10(10),
411,T,2008/05/04,13:01:52.000,SPS,41.799156,N,12.703767,E,626.609 m,3.366 km/h,0,1.18,0.91,0.76,9(10),
412,T,2008/05/04,13:01:57.000,SPS,41.799118,N,12.703791,E,626.688 m,2.840 km/h,0,1.16,0.90,0.73,10(10),
413,T,2008/05/04,13:02:02.000,SPS,41.799065,N,12.703823,E,628.094 m,3.504 km/h,0,1.58,1.26,0.96,9(10),
414,T,2008/05/04,13:02:07.000,SPS,41.799026,N,12.703879,E,628.609 m,3.815 km/h,0,1.38,1.09,0.85,10(10),
415,TS,2008/05/04,13:02:12.000,SPS,41.799061,N,12.703945,E,628.938 m,6.934 km/h,0,1.38,1.09,0.85,10(10),
416,S,2008/05/04,13:02:13.000,SPS,41.799076,N,12.703948,E,628.828 m,6.724 km/h,0,1.38,1.09,0.85,10(10),
417,S,2008/05/04,13:02:14.000,SPS,41.799088,N,12.703957,E,628.797 m,6.244 km/h,0,1.38,1.09,0.85,10(10),
418,T,2008/05/04,13:02:19.000,SPS,41.799118,N,12.704029,E,628.500 m,3.933 km/h,0,1.18,0.91,0.75,9(10),
419,T,2008/05/04,13:02:24.000,SPS,41.799156,N,12.704059,E,627.906 m,3.045 km/h,0,1.21,0.94,0.76,9(10),
420,T,2008/05/04,13:02:29.000,SPS,41.799202,N,12.704123,E,626.641 m,2.763 km/h,0,1.18,0.91,0.75,9(10),
421,T,2008/05/04,13:02:34.000,SPS,41.799236,N,12.704163,E,626.219 m,3.675 km/h,0,1.16,0.90,0.73,10(10),
422,T,2008/05/04,13:02:39.000,SPS,41.799183,N,12.704212,E,625.734 m,4.085 km/h,0,1.16,0.90,0.73,10(10),
423,T,2008/05/04,13:02:44.000,SPS,41.799156,N,12.704269,E,624.953 m,3.631 km/h,0,1.16,0.90,0.73,10(10),
424,T,2008/05/04,13:02:49.000,SPS,41.799091,N,12.704360,E,625.875 m,3.850 km/h,0,1.16,0.90,0.73,10(10),
425,T,2008/05/04,13:02:54.000,SPS,41.799030,N,12.704445,E,626.078 m,4.457 km/h,0,1.16,0.90,0.73,10(10),
426,T,2008/05/04,13:02:59.000,SPS,41.798977,N,12.704502,E,625.781 m,3.212 km/h,0,1.16,0.90,0.73,10(10),
427,T,2008/05/04,13:03:04.000,SPS,41.798935,N,12.704564,E,625.422 m,2.605 km/h,0,1.16,0.90,0.73,10(10),
428,T,2008/05/04,13:03:09.000,SPS,41.798923,N,12.704660,E,625.594 m,2.958 km/h,0,1.16,0.90,0.73,10(10),
429,T,2008/05/04,13:03:14.000,SPS,41.798866,N,12.704796,E,624.828 m,4.488 km/h,0,1.16,0.90,0.73,10(10),
430,T,2008/05/04,13:03:19.000,SPS,41.798805,N,12.704888,E,625.766 m,4.817 km/h,0,1.16,0.90,0.73,10(10),
431,T,2008/05/04,13:03:24.000,SPS,41.798767,N,12.704966,E,626.094 m,4.526 km/h,0,1.16,0.90,0.73,10(10),
432,T,2008/05/04,13:03:29.000,SPS,41.798706,N,12.705028,E,627.422 m,5.152 km/h,0,1.16,0.90,0.73,10(10),
433,T,2008/05/04,13:03:34.000,SPS,41.798653,N,12.705124,E,628.281 m,4.981 km/h,0,1.16,0.90,0.73,10(10),
434,T,2008/05/04,13:03:39.000,SPS,41.798622,N,12.705187,E,630.875 m,4.444 km/h,0,1.16,0.90,0.73,10(10),
435,T,2008/05/04,13:03:44.000,SPS,41.798599,N,12.705266,E,634.469 m,3.261 km/h,0,1.32,1.07,0.77,9(10),
436,T,2008/05/04,13:03:49.000,SPS,41.798550,N,12.705344,E,637.250 m,5.100 km/h,0,1.32,1.07,0.77,9(10),
437,T,2008/05/04,13:03:54.000,SPS,41.798492,N,12.705450,E,641.063 m,4.950 km/h,0,1.16,0.90,0.73,10(10),
438,TS,2008/05/04,13:03:59.000,SPS,41.798454,N,12.705539,E,643.172 m,6.045 km/h,0,1.16,0.90,0.73,10(10),
439,S,2008/05/04,13:04:01.000,SPS,41.798443,N,12.705573,E,644.094 m,6.724 km/h,0,1.16,0.90,0.73,10(10),
440,S,2008/05/04,13:04:02.000,SPS,41.798435,N,12.705589,E,644.500 m,6.299 km/h,0,1.16,0.90,0.73,10(10),
441,S,2008/05/04,13:04:03.000,SPS,41.798424,N,12.705594,E,645.531 m,6.158 km/h,0,1.32,1.07,0.77,9(10),
442,T,2008/05/04,13:04:08.000,SPS,41.798363,N,12.705592,E,647.469 m,5.939 km/h,0,1.32,1.07,0.77,9(10),
443,T,2008/05/04,13:04:13.000,SPS,41.798313,N,12.705526,E,648.188 m,5.328 km/h,0,1.32,1.07,0.77,9(10),
444,S,2008/05/04,13:04:14.000,SPS,41.798306,N,12.705508,E,648.422 m,6.471 km/h,0,1.53,1.26,0.86,9(10),
445,S,2008/05/04,13:04:18.000,SPS,41.798260,N,12.705455,E,649.438 m,6.570 km/h,0,1.53,1.27,0.86,9(10),
446,S,2008/05/04,13:04:22.000,SPS,41.798233,N,12.705392,E,650.125 m,6.053 km/h,0,1.30,1.05,0.77,10(10),
447,S,2008/05/04,13:04:26.000,SPS,41.798222,N,12.705312,E,650.906 m,6.053 km/h,0,1.30,1.05,0.77,10(10),
448,S,2008/05/04,13:04:27.000,SPS,41.798218,N,12.705285,E,651.156 m,6.259 km/h,0,1.16,0.90,0.73,10(10),
449,T,2008/05/04,13:04:32.000,SPS,41.798195,N,12.705202,E,651.781 m,5.769 km/h,0,1.32,1.07,0.77,9(10),
450,S,2008/05/04,13:04:33.000,SPS,41.798187,N,12.705185,E,651.891 m,6.003 km/h,0,1.16,0.90,0.73,10(10),
451,T,2008/05/04,13:04:38.000,SPS,41.798191,N,12.705102,E,652.234 m,5.762 km/h,0,1.32,1.07,0.77,10(10),
452,S,2008/05/04,13:04:39.000,SPS,41.798195,N,12.705083,E,652.141 m,6.088 km/h,0,1.32,1.07,0.77,10(10),
453,S,2008/05/04,13:04:40.000,SPS,41.798195,N,12.705057,E,652.438 m,6.858 km/h,0,1.32,1.07,0.77,10(10),
454,S,2008/05/04,13:04:41.000,SPS,41.798195,N,12.705026,E,652.688 m,7.390 km/h,0,1.32,1.07,0.77,10(10),
455,S,2008/05/04,13:04:42.000,SPS,41.798187,N,12.705006,E,652.813 m,6.232 km/h,0,1.32,1.07,0.77,10(10),
456,S,2008/05/04,13:04:43.000,SPS,41.798187,N,12.704979,E,652.922 m,6.680 km/h,0,1.32,1.07,0.77,10(10),
457,S,2008/05/04,13:04:45.000,SPS,41.798203,N,12.704941,E,652.875 m,7.962 km/h,0,1.32,1.07,0.77,10(10),
458,S,2008/05/04,13:04:46.000,SPS,41.798210,N,12.704912,E,652.922 m,8.513 km/h,0,1.32,1.07,0.77,10(10),
459,S,2008/05/04,13:04:47.000,SPS,41.798218,N,12.704884,E,653.000 m,8.215 km/h,0,1.32,1.07,0.77,10(10),
460,S,2008/05/04,13:04:48.000,SPS,41.798222,N,12.704857,E,653.063 m,7.580 km/h,0,1.32,1.07,0.77,9(10),
461,S,2008/05/04,13:04:49.000,SPS,41.798225,N,12.704837,E,653.125 m,6.345 km/h,0,1.32,1.07,0.77,9(10),
462,S,2008/05/04,13:04:50.000,SPS,41.798229,N,12.704809,E,653.344 m,6.547 km/h,0,1.16,0.90,0.73,10(10),
463,S,2008/05/04,13:04:53.000,SPS,41.798248,N,12.704733,E,653.781 m,6.950 km/h,0,1.32,1.07,0.77,10(10),
464,S,2008/05/04,13:04:54.000,SPS,41.798256,N,12.704711,E,653.828 m,6.092 km/h,0,1.32,1.07,0.77,10(10),
465,S,2008/05/04,13:04:55.000,SPS,41.798264,N,12.704685,E,654.250 m,6.817 km/h,0,1.32,1.07,0.77,10(10),
466,S,2008/05/04,13:04:56.000,SPS,41.798271,N,12.704658,E,654.672 m,6.876 km/h,0,1.32,1.07,0.77,10(10),
467,T,2008/05/04,13:05:01.000,SPS,41.798306,N,12.704579,E,654.938 m,4.809 km/h,0,1.32,1.07,0.77,10(10),
468,S,2008/05/04,13:05:02.000,SPS,41.798317,N,12.704568,E,655.188 m,6.804 km/h,0,1.16,0.90,0.73,10(10),
469,T,2008/05/04,13:05:07.000,SPS,41.798336,N,12.704523,E,654.797 m,1.174 km/h,0,1.62,1.07,1.22,9(10),
470,T,2008/05/04,13:05:12.000,SPS,41.798302,N,12.704537,E,654.734 m,1.113 km/h,0,1.32,1.06,0.77,9(10),
471,T,2008/05/04,13:05:17.000,SPS,41.798260,N,12.704522,E,654.281 m,3.067 km/h,0,1.21,0.95,0.76,10(10),
472,T,2008/05/04,13:05:22.000,SPS,41.798210,N,12.704515,E,654.391 m,3.120 km/h,0,1.21,0.95,0.76,10(10),
473,T,2008/05/04,13:05:27.000,SPS,41.798164,N,12.704508,E,653.906 m,2.573 km/h,0,1.21,0.94,0.76,10(10),
474,T,2008/05/04,13:05:32.000,SPS,41.798168,N,12.704494,E,653.188 m,1.543 km/h,0,1.21,0.95,0.76,10(10),
475,T,2008/05/04,13:05:37.000,DGPS,41.798153,N,12.704476,E,652.750 m,1.213 km/h,0,1.21,0.95,0.76,10(10),
476,T,2008/05/04,13:05:42.000,DGPS,41.798111,N,12.704486,E,651.813 m,0.680 km/h,0,1.21,0.94,0.76,10(10),
477,T,2008/05/04,13:05:47.000,DGPS,41.798107,N,12.704459,E,651.688 m,0.209 km/h,0,1.31,1.06,0.77,9(10),
478,T,2008/05/04,13:05:52.000,DGPS,41.798103,N,12.704451,E,651.672 m,0.152 km/h,0,1.21,0.95,0.76,10(10),
479,T,2008/05/04,13:05:57.000,DGPS,41.798138,N,12.704481,E,650.438 m,1.313 km/h,0,1.50,0.95,1.17,10(10),
480,T,2008/05/04,13:06:02.000,DGPS,41.798176,N,12.704537,E,648.500 m,4.288 km/h,0,1.40,1.09,0.88,9(10),
481,T,2008/05/04,13:06:07.000,DGPS,41.798183,N,12.704592,E,645.531 m,4.593 km/h,0,1.21,0.94,0.76,10(10),
482,T,2008/05/04,13:06:12.000,DGPS,41.798183,N,12.704654,E,645.859 m,3.835 km/h,0,1.21,0.94,0.76,10(10),
483,S,2008/05/04,13:06:15.000,DGPS,41.798199,N,12.704710,E,645.375 m,6.040 km/h,0,1.21,0.94,0.76,10(10),
484,S,2008/05/04,13:06:16.000,DGPS,41.798199,N,12.704731,E,645.391 m,6.972 km/h,0,1.21,0.95,0.76,10(10),
485,S,2008/05/04,13:06:17.000,DGPS,41.798203,N,12.704757,E,645.531 m,6.113 km/h,0,1.21,0.95,0.76,10(10),
486,T,2008/05/04,13:06:22.000,DGPS,41.798187,N,12.704839,E,645.844 m,4.166 km/h,0,1.21,0.94,0.76,10(10),
487,T,2008/05/04,13:06:27.000,DGPS,41.798157,N,12.704936,E,648.188 m,5.533 km/h,0,1.21,0.94,0.76,10(10),
488,T,2008/05/04,13:06:32.000,DGPS,41.798149,N,12.705010,E,650.406 m,5.045 km/h,0,1.21,0.95,0.76,10(10),
489,TS,2008/05/04,13:06:37.000,DGPS,41.798122,N,12.705091,E,652.078 m,6.054 km/h,0,1.21,0.95,0.76,10(10),
490,S,2008/05/04,13:06:39.000,DGPS,41.798111,N,12.705131,E,652.656 m,7.417 km/h,0,1.21,0.95,0.76,10(10),
491,S,2008/05/04,13:06:43.000,DGPS,41.798092,N,12.705216,E,654.813 m,6.648 km/h,0,1.21,0.94,0.76,10(10),
492,S,2008/05/04,13:06:44.000,DGPS,41.798088,N,12.705236,E,655.141 m,7.033 km/h,0,1.21,0.95,0.76,10(10),
493,T,2008/05/04,13:06:49.000,DGPS,41.798069,N,12.705316,E,656.266 m,4.575 km/h,0,1.21,0.94,0.76,10(10),
494,S,2008/05/04,13:06:50.000,DGPS,41.798065,N,12.705331,E,656.188 m,6.022 km/h,0,1.21,0.95,0.76,10(10),
495,S,2008/05/04,13:06:51.000,DGPS,41.798058,N,12.705354,E,656.313 m,6.523 km/h,0,1.21,0.94,0.76,10(10),
496,S,2008/05/04,13:06:52.000,DGPS,41.798054,N,12.705380,E,656.156 m,6.897 km/h,0,1.21,0.95,0.76,10(10),
497,S,2008/05/04,13:06:53.000,DGPS,41.798050,N,12.705405,E,656.297 m,6.685 km/h,0,1.21,0.94,0.76,10(10),
498,T,2008/05/04,13:06:58.000,DGPS,41.798042,N,12.705498,E,657.422 m,4.860 km/h,0,1.21,0.94,0.76,10(10),
499,S,2008/05/04,13:07:01.000,DGPS,41.798038,N,12.705552,E,658.313 m,6.778 km/h,0,1.21,0.95,0.76,10(10),
500,S,2008/05/04,13:07:02.000,DGPS,41.798035,N,12.705572,E,658.156 m,6.623 km/h,0,1.43,1.16,0.83,9(10),
501,T,2008/05/04,13:07:07.000,DGPS,41.798031,N,12.705655,E,659.250 m,4.741 km/h,0,1.43,1.16,0.83,10(10),
502,S,2008/05/04,13:07:09.000,DGPS,41.798023,N,12.705689,E,659.703 m,6.498 km/h,0,1.43,1.16,0.83,10(10),
503,S,2008/05/04,13:07:12.000,DGPS,41.798016,N,12.705726,E,660.141 m,6.401 km/h,0,1.43,1.16,0.83,10(10),
504,S,2008/05/04,13:07:13.000,DGPS,41.798004,N,12.705749,E,660.078 m,8.756 km/h,0,1.43,1.16,0.83,10(10),
505,S,2008/05/04,13:07:14.000,DGPS,41.797993,N,12.705769,E,659.875 m,7.243 km/h,0,1.95,1.24,1.51,10(10),
506,S,2008/05/04,13:07:15.000,DGPS,41.797989,N,12.705791,E,659.906 m,7.771 km/h,0,1.50,0.95,1.17,10(10),
507,S,2008/05/04,13:07:16.000,DGPS,41.797989,N,12.705810,E,660.484 m,6.194 km/h,0,1.50,0.95,1.17,10(10),
508,T,2008/05/04,13:07:21.000,DGPS,41.797997,N,12.705888,E,661.313 m,4.652 km/h,0,1.21,0.95,0.76,10(10),
509,S,2008/05/04,13:07:22.000,DGPS,41.797997,N,12.705910,E,661.484 m,6.701 km/h,0,1.21,0.95,0.76,10(10),
510,S,2008/05/04,13:07:23.000,DGPS,41.797997,N,12.705935,E,661.125 m,6.217 km/h,0,1.21,0.94,0.76,10(10),
511,S,2008/05/04,13:07:25.000,DGPS,41.798000,N,12.705976,E,661.344 m,6.300 km/h,0,1.21,0.95,0.76,10(10),
512,S,2008/05/04,13:07:26.000,DGPS,41.798000,N,12.705996,E,660.938 m,6.752 km/h,0,1.21,0.94,0.76,10(10),
513,S,2008/05/04,13:07:29.000,DGPS,41.798000,N,12.706046,E,660.797 m,6.045 km/h,0,1.21,0.94,0.76,10(10),
514,S,2008/05/04,13:07:30.000,DGPS,41.798000,N,12.706065,E,660.609 m,6.669 km/h,0,1.21,0.95,0.76,10(10),
515,S,2008/05/04,13:07:31.000,DGPS,41.798000,N,12.706093,E,660.813 m,6.889 km/h,0,1.21,0.95,0.76,10(10),
516,S,2008/05/04,13:07:32.000,DGPS,41.798004,N,12.706118,E,660.531 m,7.166 km/h,0,1.21,0.94,0.76,10(10),
517,S,2008/05/04,13:07:33.000,DGPS,41.798000,N,12.706141,E,660.219 m,6.339 km/h,0,1.21,0.95,0.76,10(10),
518,S,2008/05/04,13:07:36.000,DGPS,41.798004,N,12.706197,E,659.828 m,6.918 km/h,0,1.21,0.95,0.76,10(10),
519,S,2008/05/04,13:07:37.000,DGPS,41.798000,N,12.706219,E,659.719 m,6.940 km/h,0,1.21,0.95,0.76,10(10),
520,S,2008/05/04,13:07:38.000,DGPS,41.797993,N,12.706230,E,659.500 m,6.214 km/h,0,1.21,0.95,0.76,10(10),
521,S,2008/05/04,13:07:39.000,DGPS,41.797989,N,12.706253,E,659.656 m,6.353 km/h,0,1.21,0.95,0.76,10(10),
522,S,2008/05/04,13:07:40.000,DGPS,41.797985,N,12.706268,E,659.688 m,6.985 km/h,0,1.21,0.95,0.76,10(10),
523,S,2008/05/04,13:07:44.000,DGPS,41.797966,N,12.706329,E,661.016 m,6.241 km/h,0,1.21,0.95,0.76,10(10),
524,S,2008/05/04,13:07:45.000,DGPS,41.797974,N,12.706342,E,661.281 m,6.924 km/h,0,1.21,0.94,0.76,10(10),
525,T,2008/05/04,13:07:50.000,DGPS,41.797966,N,12.706413,E,662.969 m,4.789 km/h,0,1.21,0.94,0.76,10(10),
526,TS,2008/05/04,13:07:55.000,DGPS,41.797947,N,12.706501,E,665.000 m,6.170 km/h,0,1.21,0.94,0.76,10(10),
527,S,2008/05/04,13:07:56.000,DGPS,41.797939,N,12.706530,E,665.406 m,6.130 km/h,0,1.21,0.95,0.76,10(10),
528,TS,2008/05/04,13:08:01.000,DGPS,41.797935,N,12.706615,E,665.844 m,6.017 km/h,0,1.21,0.94,0.76,10(10),
529,T,2008/05/04,13:08:06.000,DGPS,41.797935,N,12.706702,E,668.000 m,4.382 km/h,0,1.21,0.95,0.76,10(10),
530,S,2008/05/04,13:08:10.000,DGPS,41.797928,N,12.706794,E,669.406 m,7.043 km/h,0,1.21,0.94,0.76,10(10),
531,S,2008/05/04,13:08:12.000,DGPS,41.797924,N,12.706835,E,670.297 m,6.719 km/h,0,1.21,0.95,0.76,10(10),
532,S,2008/05/04,13:08:13.000,DGPS,41.797913,N,12.706869,E,670.406 m,7.289 km/h,0,1.21,0.95,0.76,10(10),
533,S,2008/05/04,13:08:15.000,DGPS,41.797909,N,12.706912,E,670.938 m,6.921 km/h,0,1.21,0.95,0.76,10(10),
534,S,2008/05/04,13:08:16.000,DGPS,41.797905,N,12.706939,E,671.016 m,8.866 km/h,0,1.21,0.94,0.76,10(10),
535,S,2008/05/04,13:08:18.000,DGPS,41.797894,N,12.706998,E,671.563 m,6.277 km/h,0,1.21,0.94,0.76,10(10),
536,S,2008/05/04,13:08:19.000,DGPS,41.797890,N,12.707026,E,671.484 m,6.865 km/h,0,1.21,0.94,0.76,10(10),
537,S,2008/05/04,13:08:20.000,DGPS,41.797886,N,12.707055,E,671.250 m,7.190 km/h,0,1.21,0.94,0.76,10(10),
538,S,2008/05/04,13:08:21.000,DGPS,41.797894,N,12.707085,E,671.391 m,7.245 km/h,0,1.21,0.94,0.76,10(10),
539,S,2008/05/04,13:08:22.000,DGPS,41.797901,N,12.707103,E,670.641 m,6.189 km/h,0,1.50,0.95,1.16,10(10),
540,TS,2008/05/04,13:08:27.000,DGPS,41.797958,N,12.707131,E,668.594 m,6.355 km/h,0,1.21,0.94,0.76,10(10),
541,S,2008/05/04,13:08:28.000,DGPS,41.797974,N,12.707154,E,668.641 m,7.245 km/h,0,1.21,0.94,0.76,10(10),
542,S,2008/05/04,13:08:29.000,DGPS,41.797989,N,12.707163,E,668.281 m,7.377 km/h,0,1.21,0.95,0.76,10(10),
543,S,2008/05/04,13:08:30.000,DGPS,41.798008,N,12.707170,E,668.281 m,6.428 km/h,0,1.50,0.95,1.16,10(10),
544,S,2008/05/04,13:08:31.000,DGPS,41.798027,N,12.707164,E,667.875 m,6.216 km/h,0,1.21,0.95,0.76,10(10),
545,S,2008/05/04,13:08:32.000,DGPS,41.798042,N,12.707157,E,667.922 m,6.345 km/h,0,1.50,0.95,1.16,10(10),
546,S,2008/05/04,13:08:33.000,DGPS,41.798065,N,12.707171,E,668.547 m,6.748 km/h,0,1.50,0.95,1.16,10(10),
547,S,2008/05/04,13:08:34.000,DGPS,41.798080,N,12.707168,E,668.656 m,6.636 km/h,0,1.50,0.95,1.16,10(10),
548,T,2008/05/04,13:08:39.000,DGPS,41.798141,N,12.707202,E,667.359 m,5.826 km/h,0,1.21,0.94,0.76,10(10),
549,T,2008/05/04,13:08:44.000,DGPS,41.798187,N,12.707267,E,668.063 m,4.947 km/h,0,1.21,0.94,0.76,10(10),
550,S,2008/05/04,13:08:45.000,DGPS,41.798183,N,12.707295,E,668.313 m,7.675 km/h,0,1.21,0.95,0.76,10(10),
551,S,2008/05/04,13:08:46.000,DGPS,41.798180,N,12.707323,E,668.938 m,7.095 km/h,0,1.50,0.95,1.16,10(10),
552,S,2008/05/04,13:08:47.000,DGPS,41.798183,N,12.707354,E,669.063 m,8.004 km/h,0,1.21,0.94,0.76,10(10),
553,S,2008/05/04,13:08:48.000,DGPS,41.798199,N,12.707384,E,670.094 m,7.084 km/h,0,1.50,0.95,1.16,10(10),
554,S,2008/05/04,13:08:49.000,DGPS,41.798199,N,12.707410,E,670.609 m,7.664 km/h,0,1.21,0.94,0.76,10(10),
555,S,2008/05/04,13:08:50.000,DGPS,41.798195,N,12.707434,E,670.609 m,6.116 km/h,0,1.50,0.95,1.16,10(10),
556,S,2008/05/04,13:08:51.000,DGPS,41.798199,N,12.707454,E,670.938 m,6.074 km/h,0,1.21,0.94,0.76,10(10),
557,S,2008/05/04,13:08:52.000,DGPS,41.798203,N,12.707477,E,671.203 m,7.258 km/h,0,1.21,0.95,0.76,10(10),
558,S,2008/05/04,13:08:53.000,DGPS,41.798199,N,12.707502,E,670.766 m,7.970 km/h,0,1.50,0.95,1.16,10(10),
559,S,2008/05/04,13:08:54.000,DGPS,41.798199,N,12.707524,E,670.766 m,6.884 km/h,0,2.16,1.20,1.80,9(10),
560,S,2008/05/04,13:08:57.000,DGPS,41.798206,N,12.707588,E,671.391 m,6.566 km/h,0,1.21,0.95,0.76,10(10),
561,S,2008/05/04,13:08:58.000,DGPS,41.798210,N,12.707611,E,671.297 m,7.811 km/h,0,1.21,0.95,0.76,10(10),
562,S,2008/05/04,13:08:59.000,DGPS,41.798214,N,12.707635,E,671.891 m,6.080 km/h,0,1.50,0.95,1.16,10(10),
563,S,2008/05/04,13:09:01.000,DGPS,41.798218,N,12.707671,E,671.734 m,6.256 km/h,0,1.21,0.95,0.76,10(10),
564,S,2008/05/04,13:09:02.000,DGPS,41.798218,N,12.707698,E,671.688 m,6.543 km/h,0,1.21,0.94,0.76,10(10),
565,T,2008/05/04,13:09:07.000,DGPS,41.798233,N,12.707778,E,672.844 m,5.945 km/h,0,1.21,0.94,0.76,10(10),
566,S,2008/05/04,13:09:08.000,DGPS,41.798244,N,12.707803,E,671.906 m,7.541 km/h,0,1.21,0.95,0.76,10(10),
567,S,2008/05/04,13:09:09.000,DGPS,41.798244,N,12.707825,E,671.953 m,6.330 km/h,0,1.21,0.94,0.76,10(10),
568,S,2008/05/04,13:09:10.000,DGPS,41.798248,N,12.707854,E,672.141 m,6.278 km/h,0,1.21,0.95,0.76,10(10),
569,S,2008/05/04,13:09:14.000,DGPS,41.798244,N,12.707939,E,671.453 m,6.003 km/h,0,1.21,0.95,0.76,10(10),
570,TS,2008/05/04,13:09:19.000,DGPS,41.798248,N,12.708039,E,672.281 m,6.395 km/h,0,1.21,0.94,0.76,10(10),
571,S,2008/05/04,13:09:20.000,DGPS,41.798252,N,12.708061,E,672.234 m,6.290 km/h,0,1.21,0.94,0.76,10(10),
572,S,2008/05/04,13:09:21.000,DGPS,41.798252,N,12.708084,E,672.234 m,7.308 km/h,0,1.21,0.94,0.76,10(10),
573,S,2008/05/04,13:09:22.000,DGPS,41.798252,N,12.708113,E,672.203 m,7.213 km/h,0,1.21,0.95,0.76,10(10),
574,S,2008/05/04,13:09:23.000,DGPS,41.798248,N,12.708135,E,672.328 m,7.202 km/h,0,1.21,0.94,0.76,10(10),
575,S,2008/05/04,13:09:26.000,DGPS,41.798248,N,12.708202,E,672.875 m,6.339 km/h,0,1.21,0.94,0.76,10(10),
576,S,2008/05/04,13:09:28.000,DGPS,41.798241,N,12.708251,E,673.031 m,6.434 km/h,0,1.21,0.94,0.76,10(10),
577,S,2008/05/04,13:09:31.000,DGPS,41.798244,N,12.708300,E,672.359 m,6.568 km/h,0,1.21,0.95,0.76,10(10),
578,S,2008/05/04,13:09:32.000,DGPS,41.798248,N,12.708317,E,672.031 m,6.227 km/h,0,1.21,0.94,0.76,10(10),
579,S,2008/05/04,13:09:33.000,DGPS,41.798252,N,12.708341,E,671.953 m,7.500 km/h,0,1.21,0.94,0.76,10(10),
580,S,2008/05/04,13:09:34.000,DGPS,41.798256,N,12.708364,E,672.047 m,6.243 km/h,0,1.21,0.94,0.76,10(10),
581,S,2008/05/04,13:09:35.000,DGPS,41.798264,N,12.708385,E,672.250 m,6.814 km/h,0,1.21,0.94,0.76,10(10),
582,S,2008/05/04,13:09:37.000,DGPS,41.798283,N,12.708419,E,672.406 m,6.080 km/h,0,1.21,0.94,0.76,10(10),
583,TS,2008/05/04,13:09:42.000,DGPS,41.798332,N,12.708506,E,673.422 m,6.351 km/h,0,1.21,0.94,0.76,10(10),
584,S,2008/05/04,13:09:43.000,DGPS,41.798351,N,12.708520,E,673.141 m,7.005 km/h,0,1.21,0.95,0.76,10(10),
585,S,2008/05/04,13:09:45.000,DGPS,41.798378,N,12.708542,E,673.313 m,6.127 km/h,0,1.21,0.95,0.76,10(10),
586,T,2008/05/04,13:09:50.000,DGPS,41.798454,N,12.708580,E,673.781 m,5.786 km/h,0,1.21,0.94,0.76,10(10),
587,TS,2008/05/04,13:09:55.000,DGPS,41.798538,N,12.708594,E,675.016 m,6.092 km/h,0,2.16,1.19,1.80,9(10),
588,T,2008/05/04,13:10:00.000,DGPS,41.798618,N,12.708603,E,675.453 m,2.964 km/h,0,1.50,0.95,1.16,10(10),
589,T,2008/05/04,13:10:05.000,DGPS,41.798691,N,12.708588,E,672.891 m,5.379 km/h,0,2.16,1.19,1.80,9(10),
590,S,2008/05/04,13:10:07.000,DGPS,41.798729,N,12.708587,E,672.219 m,6.954 km/h,0,2.16,1.19,1.80,9(10),
591,S,2008/05/04,13:10:09.000,DGPS,41.798752,N,12.708579,E,670.578 m,6.965 km/h,0,2.16,1.19,1.80,9(10),
592,T,2008/05/04,13:10:14.000,DGPS,41.798832,N,12.708562,E,672.328 m,3.475 km/h,0,1.41,1.10,0.87,9(10),
