INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,DSTA,PDOP,HDOP,VDOP,NSAT (USED/VIEW),
1031,S,2008/05/04,13:20:22.000,SPS,41.804264,N,12.684980,E,423.500 m,23.602 km/h,0,1.41,1.12,0.86,9(10),
1032,S,2008/05/04,13:20:23.000,SPS,41.804333,N,12.685050,E,422.938 m,28.236 km/h,0,1.58,1.25,0.97,8(10),
1033,S,2008/05/04,13:20:24.000,SPS,41.804428,N,12.685132,E,422.570 m,37.433 km/h,0,1.58,1.25,0.97,8(10),
1034,S,2008/05/04,13:20:25.000,SPS,41.804523,N,12.685160,E,421.836 m,35.733 km/h,0,1.58,1.25,0.97,8(10),
1035,S,2008/05/04,13:20:26.000,SPS,41.804615,N,12.685178,E,421.250 m,39.276 km/h,0,2.07,1.17,1.70,9(10),
1036,S,2008/05/04,13:20:27.000,SPS,41.804729,N,12.685186,E,420.563 m,46.023 km/h,0,4.53,1.99,4.07,8(10),
1037,S,2008/05/04,13:20:28.000,SPS,41.804852,N,12.685193,E,419.836 m,48.253 km/h,0,2.06,1.17,1.70,9(10),
1038,S,2008/05/04,13:20:29.000,SPS,41.804962,N,12.685205,E,419.172 m,47.176 km/h,0,4.92,2.27,4.37,7(10),
1039,S,2008/05/04,13:20:30.000,SPS,41.805080,N,12.685211,E,418.547 m,46.881 km/h,0,4.53,1.99,4.07,8(10),
1040,S,2008/05/04,13:20:31.000,SPS,41.805195,N,12.685225,E,417.898 m,43.412 km/h,0,1.58,1.25,0.97,8(10),
1041,S,2008/05/04,13:20:32.000,SPS,41.805302,N,12.685226,E,417.328 m,43.045 km/h,0,2.06,1.17,1.70,9(9),
1042,S,2008/05/04,13:20:33.000,SPS,41.805389,N,12.685228,E,416.906 m,38.903 km/h,0,4.53,1.99,4.07,8(10),
1043,S,2008/05/04,13:20:34.000,SPS,41.805489,N,12.685225,E,416.219 m,37.936 km/h,0,4.53,1.99,4.07,8(10),
1044,S,2008/05/04,13:20:35.000,SPS,41.805584,N,12.685214,E,415.484 m,37.473 km/h,0,2.15,1.21,1.78,8(10),
1045,S,2008/05/04,13:20:36.000,SPS,41.805676,N,12.685204,E,414.664 m,31.610 km/h,0,2.06,1.17,1.70,9(10),
1046,S,2008/05/04,13:20:37.000,SPS,41.805779,N,12.685167,E,415.422 m,28.998 km/h,0,4.53,1.99,4.07,8(10),
1047,S,2008/05/04,13:20:38.000,SPS,41.805851,N,12.685126,E,415.969 m,23.132 km/h,0,1.58,1.25,0.97,8(10),
1048,S,2008/05/04,13:20:39.000,SPS,41.805889,N,12.685079,E,416.102 m,16.815 km/h,0,1.58,1.25,0.97,8(10),
1049,S,2008/05/04,13:20:40.000,SPS,41.805935,N,12.685027,E,416.930 m,15.121 km/h,0,2.19,1.17,1.85,8(10),
1050,S,2008/05/04,13:20:41.000,SPS,41.805954,N,12.684972,E,416.820 m,18.306 km/h,0,1.41,1.12,0.86,10(10),
1051,S,2008/05/04,13:20:42.000,SPS,41.805962,N,12.684887,E,417.117 m,25.413 km/h,0,2.14,1.23,1.75,9(10),
1052,S,2008/05/04,13:20:43.000,SPS,41.805962,N,12.684779,E,417.602 m,32.283 km/h,0,2.06,1.17,1.69,10(10),
1053,S,2008/05/04,13:20:44.000,SPS,41.805969,N,12.684628,E,418.234 m,39.148 km/h,0,1.41,1.12,0.86,10(10),
1054,S,2008/05/04,13:20:45.000,SPS,41.805973,N,12.684489,E,417.797 m,40.356 km/h,0,1.45,1.16,0.87,9(10),
1055,S,2008/05/04,13:20:46.000,SPS,41.805977,N,12.684350,E,418.188 m,41.827 km/h,0,1.45,1.16,0.87,9(10),
1056,S,2008/05/04,13:20:47.000,SPS,41.805977,N,12.684200,E,418.547 m,41.292 km/h,0,1.45,1.16,0.87,8(10),
1057,S,2008/05/04,13:20:48.000,SPS,41.805981,N,12.684052,E,419.430 m,37.291 km/h,0,1.41,1.12,0.86,9(10),
1058,S,2008/05/04,13:20:49.000,SPS,41.805977,N,12.683939,E,419.203 m,31.059 km/h,0,1.41,1.12,0.86,9(10),
1059,S,2008/05/04,13:20:50.000,SPS,41.805981,N,12.683831,E,420.211 m,24.860 km/h,0,1.41,1.12,0.86,9(10),
1060,S,2008/05/04,13:20:51.000,SPS,41.805984,N,12.683761,E,419.453 m,17.474 km/h,0,1.41,1.12,0.86,9(10),
1061,S,2008/05/04,13:20:52.000,SPS,41.805992,N,12.683721,E,418.820 m,11.878 km/h,0,1.41,1.12,0.86,10(10),
1062,T,2008/05/04,13:20:57.000,SPS,41.806007,N,12.683722,E,415.609 m,0.242 km/h,0,1.43,1.13,0.88,9(10),
1063,S,2008/05/04,13:21:01.000,SPS,41.806015,N,12.683715,E,415.273 m,6.103 km/h,0,1.41,1.12,0.86,10(10),
1064,S,2008/05/04,13:21:02.000,SPS,41.806057,N,12.683669,E,415.430 m,13.712 km/h,0,1.33,1.05,0.82,10(10),
1065,S,2008/05/04,13:21:03.000,SPS,41.806072,N,12.683627,E,415.203 m,14.239 km/h,0,1.33,1.05,0.82,10(10),
1066,S,2008/05/04,13:21:04.000,SPS,41.806080,N,12.683588,E,415.195 m,17.033 km/h,0,1.35,1.06,0.84,9(10),
1067,S,2008/05/04,13:21:05.000,SPS,41.806103,N,12.683558,E,415.367 m,20.148 km/h,0,1.33,1.05,0.82,10(10),
1068,S,2008/05/04,13:21:06.000,SPS,41.806145,N,12.683521,E,415.273 m,20.325 km/h,0,1.33,1.05,0.82,10(10),
1069,S,2008/05/04,13:21:07.000,SPS,41.806202,N,12.683492,E,415.000 m,26.282 km/h,0,1.33,1.05,0.82,10(10),
1070,S,2008/05/04,13:21:08.000,SPS,41.806274,N,12.683467,E,414.883 m,29.764 km/h,0,1.33,1.05,0.82,10(10),
1071,S,2008/05/04,13:21:09.000,SPS,41.806351,N,12.683437,E,414.547 m,30.657 km/h,0,1.82,1.15,1.41,10(10),
1072,S,2008/05/04,13:21:10.000,SPS,41.806431,N,12.683414,E,414.172 m,32.389 km/h,0,1.82,1.15,1.41,10(10),
1073,S,2008/05/04,13:21:11.000,SPS,41.806511,N,12.683391,E,413.859 m,32.577 km/h,0,1.33,1.05,0.82,10(10),
1074,S,2008/05/04,13:21:12.000,SPS,41.806595,N,12.683363,E,413.703 m,32.362 km/h,0,1.82,1.15,1.41,10(10),
1075,S,2008/05/04,13:21:13.000,SPS,41.806698,N,12.683325,E,412.758 m,32.389 km/h,0,1.82,1.15,1.41,10(10),
1076,S,2008/05/04,13:21:14.000,SPS,41.806793,N,12.683274,E,412.945 m,30.638 km/h,0,1.41,1.12,0.86,9(10),
1077,S,2008/05/04,13:21:15.000,SPS,41.806866,N,12.683211,E,412.602 m,28.092 km/h,0,1.58,1.25,0.97,8(10),
1078,S,2008/05/04,13:21:16.000,SPS,41.806911,N,12.683134,E,412.656 m,27.309 km/h,0,1.41,1.12,0.86,9(10),
1079,S,2008/05/04,13:21:17.000,SPS,41.806934,N,12.683038,E,412.141 m,28.695 km/h,0,1.88,1.66,0.88,8(10),
1080,S,2008/05/04,13:21:18.000,SPS,41.806946,N,12.682931,E,411.828 m,30.864 km/h,0,1.87,1.66,0.87,8(10),
1081,S,2008/05/04,13:21:19.000,SPS,41.806950,N,12.682819,E,411.523 m,30.961 km/h,0,1.88,1.66,0.88,8(10),
1082,S,2008/05/04,13:21:20.000,SPS,41.806953,N,12.682712,E,411.078 m,31.474 km/h,0,1.45,1.16,0.87,8(10),
1083,S,2008/05/04,13:21:21.000,SPS,41.806942,N,12.682607,E,410.641 m,32.731 km/h,0,1.44,1.14,0.87,8(10),
1084,S,2008/05/04,13:21:22.000,SPS,41.806927,N,12.682500,E,409.914 m,32.220 km/h,0,1.44,1.14,0.87,8(10),
1085,S,2008/05/04,13:21:23.000,SPS,41.806923,N,12.682401,E,409.789 m,31.271 km/h,0,1.43,1.13,0.88,8(10),
1086,S,2008/05/04,13:21:24.000,SPS,41.806881,N,12.682318,E,408.203 m,30.803 km/h,0,1.88,1.66,0.87,8(10),
1087,S,2008/05/04,13:21:25.000,SPS,41.806824,N,12.682231,E,406.766 m,30.922 km/h,0,1.88,1.66,0.87,8(10),
1088,S,2008/05/04,13:21:26.000,SPS,41.806786,N,12.682137,E,405.039 m,30.292 km/h,0,1.41,1.12,0.86,9(10),
1089,S,2008/05/04,13:21:27.000,SPS,41.806744,N,12.682048,E,404.266 m,31.319 km/h,0,1.88,1.66,0.87,8(10),
1090,S,2008/05/04,13:21:28.000,SPS,41.806698,N,12.681962,E,403.477 m,32.505 km/h,0,1.88,1.66,0.87,8(10),
1091,S,2008/05/04,13:21:29.000,SPS,41.806591,N,12.681931,E,403.070 m,33.439 km/h,0,2.05,1.17,1.69,9(10),
1092,S,2008/05/04,13:21:30.000,SPS,41.806522,N,12.681854,E,402.148 m,33.737 km/h,0,1.41,1.12,0.86,9(10),
1093,S,2008/05/04,13:21:31.000,SPS,41.806461,N,12.681775,E,401.336 m,34.382 km/h,0,1.47,1.19,0.86,8(10),
1094,S,2008/05/04,13:21:32.000,SPS,41.806389,N,12.681696,E,400.484 m,33.550 km/h,0,1.47,1.19,0.86,8(10),
1095,S,2008/05/04,13:21:33.000,SPS,41.806305,N,12.681635,E,399.742 m,35.754 km/h,0,1.88,1.66,0.87,8(10),
1096,B,2008/05/04,13:21:34.000,SPS,41.806202,N,12.681577,E,398.727 m,37.470 km/h,0,1.41,1.12,0.86,9(10),
1097,S,2008/05/04,13:21:34.000,SPS,41.806202,N,12.681577,E,398.727 m,37.470 km/h,0,1.41,1.12,0.86,9(10),
1098,S,2008/05/04,13:21:34.000,SPS,41.806160,N,12.681569,E,398.516 m,39.200 km/h,0,1.41,1.12,0.86,9(10),
1099,S,2008/05/04,13:21:34.000,SPS,41.806110,N,12.681567,E,398.727 m,40.628 km/h,0,1.41,1.12,0.86,9(10),
1100,S,2008/05/04,13:21:34.000,SPS,41.806072,N,12.681556,E,398.695 m,41.152 km/h,0,1.88,1.66,0.87,8(10),
1101,S,2008/05/04,13:21:35.000,SPS,41.806038,N,12.681539,E,398.500 m,41.437 km/h,0,1.41,1.12,0.86,9(10),
1102,S,2008/05/04,13:21:35.000,SPS,41.806004,N,12.681521,E,398.336 m,41.636 km/h,0,1.41,1.12,0.86,9(10),
1103,S,2008/05/04,13:21:35.000,SPS,41.805969,N,12.681504,E,398.172 m,41.478 km/h,0,1.41,1.12,0.86,9(10),
1104,S,2008/05/04,13:21:36.000,SPS,41.805939,N,12.681485,E,397.922 m,41.415 km/h,0,1.41,1.12,0.86,9(10),
1105,S,2008/05/04,13:21:36.000,SPS,41.805904,N,12.681469,E,397.781 m,41.006 km/h,0,1.41,1.12,0.86,9(10),
1106,S,2008/05/04,13:21:36.000,SPS,41.805874,N,12.681452,E,397.570 m,39.446 km/h,0,1.41,1.12,0.86,9(10),
1107,S,2008/05/04,13:21:37.000,SPS,41.805847,N,12.681434,E,397.352 m,38.296 km/h,0,1.41,1.12,0.86,9(10),
1108,S,2008/05/04,13:21:37.000,SPS,41.805828,N,12.681414,E,397.016 m,36.016 km/h,0,1.41,1.12,0.86,9(10),
1109,S,2008/05/04,13:21:37.000,SPS,41.805801,N,12.681398,E,396.742 m,34.989 km/h,0,1.41,1.12,0.86,9(10),
1110,S,2008/05/04,13:21:38.000,SPS,41.805775,N,12.681387,E,396.477 m,33.872 km/h,0,1.41,1.12,0.86,9(10),
1111,S,2008/05/04,13:21:38.000,SPS,41.805717,N,12.681376,E,395.727 m,30.477 km/h,0,1.41,1.12,0.86,9(10),
1112,S,2008/05/04,13:21:40.000,SPS,41.805649,N,12.681351,E,394.867 m,25.282 km/h,0,1.41,1.12,0.86,9(10),
1113,S,2008/05/04,13:21:41.000,SPS,41.805599,N,12.681328,E,394.352 m,21.515 km/h,0,1.41,1.12,0.86,9(10),
1114,S,2008/05/04,13:21:42.000,SPS,41.805569,N,12.681282,E,393.766 m,21.389 km/h,0,1.41,1.12,0.86,9(10),
1115,S,2008/05/04,13:21:43.000,SPS,41.805534,N,12.681243,E,392.813 m,19.593 km/h,0,1.58,1.25,0.97,8(10),
1116,S,2008/05/04,13:21:44.000,SPS,41.805511,N,12.681195,E,391.508 m,18.552 km/h,0,1.58,1.25,0.97,8(10),
1117,S,2008/05/04,13:21:45.000,SPS,41.805515,N,12.681131,E,390.734 m,20.383 km/h,0,1.44,1.14,0.87,8(10),
1118,S,2008/05/04,13:21:46.000,SPS,41.805531,N,12.681066,E,390.078 m,20.766 km/h,0,1.44,1.14,0.87,8(10),
1119,S,2008/05/04,13:21:47.000,SPS,41.805534,N,12.680993,E,388.008 m,18.138 km/h,0,1.41,1.12,0.86,9(10),
1120,S,2008/05/04,13:21:48.000,SPS,41.805561,N,12.680924,E,387.656 m,18.041 km/h,0,4.48,1.96,4.03,8(10),
1121,S,2008/05/04,13:21:49.000,SPS,41.805584,N,12.680859,E,387.367 m,17.946 km/h,0,4.48,1.96,4.03,8(10),
1122,S,2008/05/04,13:21:50.000,SPS,41.805580,N,12.680794,E,386.219 m,15.091 km/h,0,4.48,1.96,4.03,8(10),
1123,S,2008/05/04,13:21:51.000,SPS,41.805580,N,12.680751,E,386.047 m,14.419 km/h,0,4.48,1.96,4.03,8(10),
1124,S,2008/05/04,13:21:52.000,SPS,41.805595,N,12.680705,E,385.844 m,14.737 km/h,0,1.41,1.12,0.86,9(10),
1125,S,2008/05/04,13:21:53.000,SPS,41.805618,N,12.680652,E,385.688 m,16.315 km/h,0,1.58,1.25,0.97,8(10),
1126,S,2008/05/04,13:21:54.000,SPS,41.805649,N,12.680589,E,385.609 m,16.705 km/h,0,4.48,1.96,4.03,8(10),
1127,B,2008/05/04,13:21:55.000,SPS,41.805672,N,12.680540,E,385.734 m,18.423 km/h,0,4.48,1.96,4.03,8(10),
1128,S,2008/05/04,13:21:55.000,SPS,41.805672,N,12.680540,E,385.734 m,18.423 km/h,0,4.48,1.96,4.03,8(10),
1129,S,2008/05/04,13:21:55.000,SPS,41.805683,N,12.680518,E,386.203 m,19.033 km/h,0,4.47,1.96,4.02,8(10),
1130,S,2008/05/04,13:21:55.000,SPS,41.805691,N,12.680495,E,387.070 m,18.905 km/h,0,4.48,1.96,4.02,8(10),
1131,S,2008/05/04,13:21:55.000,SPS,41.805698,N,12.680470,E,387.125 m,19.626 km/h,0,4.48,1.96,4.02,8(10),
1132,S,2008/05/04,13:21:56.000,SPS,41.805714,N,12.680443,E,386.695 m,20.190 km/h,0,2.18,1.17,1.83,8(10),
1133,S,2008/05/04,13:21:56.000,SPS,41.805729,N,12.680426,E,386.734 m,20.793 km/h,0,2.17,1.17,1.83,8(10),
1134,S,2008/05/04,13:21:56.000,SPS,41.805744,N,12.680406,E,386.781 m,21.444 km/h,0,2.05,1.17,1.68,9(10),
1135,S,2008/05/04,13:21:57.000,SPS,41.805756,N,12.680386,E,386.648 m,21.663 km/h,0,4.48,1.96,4.02,8(10),
1136,S,2008/05/04,13:21:57.000,SPS,41.805767,N,12.680364,E,387.016 m,22.390 km/h,0,4.47,1.96,4.02,8(10),
1137,S,2008/05/04,13:21:57.000,SPS,41.805782,N,12.680336,E,388.125 m,22.337 km/h,0,2.18,1.17,1.83,8(10),
1138,S,2008/05/04,13:21:58.000,SPS,41.805794,N,12.680314,E,388.313 m,21.583 km/h,0,4.48,1.96,4.02,8(10),
1139,S,2008/05/04,13:21:58.000,SPS,41.805801,N,12.680296,E,388.117 m,21.241 km/h,0,2.17,1.17,1.83,8(10),
1140,S,2008/05/04,13:21:58.000,SPS,41.805813,N,12.680281,E,388.313 m,20.181 km/h,0,2.05,1.17,1.68,9(10),
1141,S,2008/05/04,13:21:59.000,SPS,41.805824,N,12.680271,E,388.492 m,19.222 km/h,0,4.48,1.96,4.02,8(10),
1142,S,2008/05/04,13:21:59.000,SPS,41.805832,N,12.680259,E,388.258 m,18.106 km/h,0,4.47,1.96,4.02,8(10),
1143,S,2008/05/04,13:22:00.000,SPS,41.805859,N,12.680230,E,388.156 m,17.583 km/h,0,4.47,1.96,4.02,8(10),
1144,S,2008/05/04,13:22:00.000,SPS,41.805870,N,12.680213,E,388.414 m,17.527 km/h,0,4.47,1.96,4.02,8(10),
1145,S,2008/05/04,13:22:00.000,SPS,41.805882,N,12.680201,E,388.070 m,17.168 km/h,0,4.47,1.96,4.02,8(10),
1146,S,2008/05/04,13:22:01.000,SPS,41.805893,N,12.680185,E,388.375 m,17.402 km/h,0,4.47,1.96,4.02,8(10),
1147,S,2008/05/04,13:22:01.000,SPS,41.805901,N,12.680169,E,388.875 m,17.045 km/h,0,4.47,1.96,4.02,8(10),
1148,S,2008/05/04,13:22:01.000,SPS,41.805908,N,12.680157,E,389.164 m,15.631 km/h,0,1.58,1.25,0.97,8(10),
1149,S,2008/05/04,13:22:02.000,SPS,41.805920,N,12.680146,E,389.164 m,14.149 km/h,0,1.58,1.25,0.97,8(10),
1150,S,2008/05/04,13:22:02.000,SPS,41.805927,N,12.680140,E,388.938 m,13.920 km/h,0,1.58,1.25,0.97,8(10),
1151,S,2008/05/04,13:22:02.000,SPS,41.805935,N,12.680134,E,388.555 m,13.382 km/h,0,4.47,1.96,4.02,8(10),
1152,S,2008/05/04,13:22:03.000,SPS,41.805946,N,12.680123,E,388.500 m,13.020 km/h,0,4.47,1.96,4.02,8(10),
1153,S,2008/05/04,13:22:03.000,SPS,41.805958,N,12.680114,E,388.680 m,12.769 km/h,0,1.58,1.25,0.97,8(10),
1154,S,2008/05/04,13:22:03.000,SPS,41.805965,N,12.680105,E,388.758 m,12.393 km/h,0,1.58,1.25,0.97,8(10),
1155,S,2008/05/04,13:22:04.000,SPS,41.805973,N,12.680098,E,388.867 m,12.293 km/h,0,1.58,1.25,0.97,8(10),
1156,S,2008/05/04,13:22:04.000,SPS,41.805981,N,12.680090,E,388.789 m,12.746 km/h,0,1.58,1.25,0.97,8(10),
1157,S,2008/05/04,13:22:04.000,SPS,41.805992,N,12.680080,E,388.984 m,13.553 km/h,0,1.58,1.25,0.97,8(10),
1158,S,2008/05/04,13:22:05.000,SPS,41.806004,N,12.680073,E,389.117 m,13.397 km/h,0,1.58,1.25,0.97,8(10),
1159,S,2008/05/04,13:22:05.000,SPS,41.806015,N,12.680064,E,389.273 m,13.531 km/h,0,4.47,1.96,4.02,8(10),
1160,S,2008/05/04,13:22:05.000,SPS,41.806023,N,12.680056,E,389.625 m,13.806 km/h,0,4.47,1.96,4.02,8(10),
1161,S,2008/05/04,13:22:06.000,SPS,41.806034,N,12.680052,E,389.438 m,14.225 km/h,0,1.58,1.25,0.97,8(10),
1162,S,2008/05/04,13:22:06.000,SPS,41.806046,N,12.680046,E,389.406 m,14.326 km/h,0,1.58,1.25,0.97,8(10),
1163,S,2008/05/04,13:22:06.000,SPS,41.806053,N,12.680040,E,389.383 m,14.523 km/h,0,1.58,1.25,0.97,8(10),
1164,S,2008/05/04,13:22:07.000,SPS,41.806068,N,12.680035,E,389.227 m,15.387 km/h,0,1.58,1.25,0.97,8(10),
1165,S,2008/05/04,13:22:07.000,SPS,41.806084,N,12.680026,E,389.023 m,15.215 km/h,0,4.47,1.95,4.02,8(10),
1166,S,2008/05/04,13:22:07.000,SPS,41.806099,N,12.680021,E,388.695 m,15.454 km/h,0,1.58,1.25,0.97,8(10),
1167,S,2008/05/04,13:22:08.000,SPS,41.806114,N,12.680014,E,388.438 m,15.203 km/h,0,1.58,1.25,0.97,8(10),
1168,S,2008/05/04,13:22:08.000,SPS,41.806126,N,12.680007,E,388.531 m,15.736 km/h,0,1.58,1.25,0.97,8(10),
1169,S,2008/05/04,13:22:08.000,SPS,41.806137,N,12.680001,E,388.508 m,15.309 km/h,0,1.58,1.25,0.97,8(10),
1170,S,2008/05/04,13:22:09.000,SPS,41.806149,N,12.679996,E,388.539 m,15.075 km/h,0,1.58,1.25,0.97,8(10),
1171,S,2008/05/04,13:22:09.000,SPS,41.806156,N,12.679988,E,388.547 m,14.979 km/h,0,1.58,1.25,0.97,8(10),
1172,S,2008/05/04,13:22:09.000,SPS,41.806168,N,12.679977,E,388.734 m,15.049 km/h,0,1.58,1.25,0.97,8(10),
1173,S,2008/05/04,13:22:10.000,SPS,41.806175,N,12.679968,E,388.883 m,15.107 km/h,0,4.46,1.95,4.01,8(10),
1174,S,2008/05/04,13:22:10.000,SPS,41.806183,N,12.679959,E,388.945 m,14.457 km/h,0,1.58,1.25,0.97,8(10),
1175,S,2008/05/04,13:22:10.000,SPS,41.806190,N,12.679947,E,388.961 m,13.971 km/h,0,1.58,1.25,0.97,8(10),
1176,S,2008/05/04,13:22:11.000,SPS,41.806198,N,12.679933,E,389.391 m,13.708 km/h,0,1.58,1.25,0.97,8(10),
1177,S,2008/05/04,13:22:13.000,SPS,41.806244,N,12.679880,E,389.664 m,13.580 km/h,0,1.58,1.25,0.97,8(10),
1178,S,2008/05/04,13:22:14.000,SPS,41.806271,N,12.679845,E,389.688 m,14.895 km/h,0,1.58,1.25,0.97,8(10),
1179,S,2008/05/04,13:22:15.000,SPS,41.806301,N,12.679809,E,389.383 m,17.558 km/h,0,1.58,1.25,0.97,8(10),
1180,S,2008/05/04,13:22:16.000,SPS,41.806332,N,12.679766,E,388.891 m,19.104 km/h,0,1.58,1.25,0.97,8(10),
1181,S,2008/05/04,13:22:17.000,SPS,41.806370,N,12.679722,E,388.914 m,19.690 km/h,0,1.58,1.25,0.97,8(10),
1182,S,2008/05/04,13:22:18.000,SPS,41.806396,N,12.679677,E,388.563 m,18.481 km/h,0,1.58,1.25,0.97,8(10),
1183,S,2008/05/04,13:22:19.000,SPS,41.806427,N,12.679624,E,388.859 m,16.596 km/h,0,1.58,1.25,0.97,8(10),
1184,S,2008/05/04,13:22:20.000,SPS,41.806454,N,12.679573,E,388.828 m,15.947 km/h,0,1.58,1.25,0.97,8(10),
1185,S,2008/05/04,13:22:21.000,SPS,41.806469,N,12.679526,E,389.016 m,13.885 km/h,0,1.58,1.25,0.97,8(10),
1186,S,2008/05/04,13:22:22.000,SPS,41.806473,N,12.679479,E,389.234 m,12.865 km/h,0,1.58,1.25,0.97,8(10),
1187,S,2008/05/04,13:22:23.000,SPS,41.806461,N,12.679437,E,389.430 m,12.326 km/h,0,1.58,1.25,0.97,8(10),
1188,S,2008/05/04,13:22:24.000,SPS,41.806442,N,12.679399,E,389.375 m,14.071 km/h,0,1.58,1.25,0.97,8(10),
1189,S,2008/05/04,13:22:25.000,SPS,41.806412,N,12.679361,E,389.242 m,14.896 km/h,0,1.54,1.27,0.86,8(10),
1190,S,2008/05/04,13:22:26.000,SPS,41.806381,N,12.679321,E,389.203 m,16.347 km/h,0,1.54,1.27,0.86,8(10),
1191,S,2008/05/04,13:22:27.000,SPS,41.806332,N,12.679296,E,388.938 m,17.413 km/h,0,1.41,1.12,0.86,9(10),
1192,S,2008/05/04,13:22:28.000,SPS,41.806290,N,12.679267,E,388.820 m,17.975 km/h,0,1.41,1.12,0.86,9(10),
1193,S,2008/05/04,13:22:29.000,SPS,41.806240,N,12.679234,E,388.633 m,19.192 km/h,0,1.41,1.12,0.86,9(10),
1194,S,2008/05/04,13:22:30.000,SPS,41.806190,N,12.679213,E,388.430 m,18.504 km/h,0,1.41,1.12,0.86,9(10),
1195,S,2008/05/04,13:22:31.000,SPS,41.806141,N,12.679212,E,388.023 m,17.233 km/h,0,1.41,1.12,0.86,9(10),
1196,S,2008/05/04,13:22:32.000,SPS,41.806091,N,12.679270,E,386.727 m,18.337 km/h,0,1.41,1.12,0.86,9(10),
1197,S,2008/05/04,13:22:33.000,SPS,41.806053,N,12.679296,E,386.398 m,18.433 km/h,0,1.41,1.12,0.86,9(10),
1198,S,2008/05/04,13:22:34.000,SPS,41.806007,N,12.679347,E,385.719 m,17.955 km/h,0,1.41,1.12,0.86,9(10),
1199,S,2008/05/04,13:22:35.000,SPS,41.805969,N,12.679401,E,384.406 m,18.400 km/h,0,1.41,1.12,0.86,9(10),
